bus_no,route_name,stops_name_between_route
116,Hosur Terminal ⇆ Kuruvina Koppa,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Gopalbhag → Nursary → Dhabha → Dr Banglow → Water World → Chalmatti Cross → Murudeshwara Factory → Bhudhanagudda Cross → Oil Mill → Cement Factory → Addadari Cross → Kuruvina Koppa Cross → Kuruvina Koppa 1St Stop → Kuruvina Koppa
117,Hosur Terminal ⇆ Kusgal,Kusgal → Ms → Kusgal Maruthi Nagar → Kusgal Siddharuda Matta → Ram Honda → Durga Colony / Neeli Bangle → Oxford College → Srinivas Garden → Shabiri Nagar Cross Sh → Madhura Colony Sh → Keshwapur Sh → Court Circle Sh → Obs Sh → Hosur Terminal
117,Hosur Terminal ⇆ Kusgal,Hosur Terminal → Obs Sh → Court Circle Sh → Keshwapur Sh → Madhura Colony Sh → Shabiri Nagar Cross Sh → Srinivas Garden → Oxford College → Durga Colony / Neeli Bangle → Ram Honda → Kusgal Siddharuda Matta → Kusgal Maruthi Nagar → Ms → Kusgal
118,Mantur ⇆ Hosur Terminal,Hosur Terminal → Obs Sh → Railway Station Sh → Vinobha Nagar → R G S Sh → D L S Sh → Railway Gate → Ontti Hanumantha Temple → Bypass/Bridge → I T C Gowdown → Brige → Haliyal Park → Kanchgar Keri → Nalanada College / Sisu V.1 → Hope School → Bandivad Dabha → Math Road → Bandivad Cross → Bandivad → Mantur
118,Mantur ⇆ Hosur Terminal,Mantur → Bandivad → Bandivad Cross → Math Road → Bandivad Dabha → Hope School → Nalanada College / Sisu V.2 → Kanchgar Keri → Haliyal Park → Brige → I T C Gowdown → Bypass/Bridge → Ontti Hanumantha Temple → Railway Gate → D L S Sh → R G S Sh → Vinobha Nagar → Railway Station Sh → Obs Sh → Hosur Terminal
119,Misrikoti ⇆ Hosur Terminal,Hosur Terminal → Indi Pump Sh → Grid Sh → Karwar Road Bypass → Kempegeri → Wali → Anchitageri → Gopalbhag → Nursary → Dhabha → Dr Banglow → Water World → Chalmatti Cross → Misrikoti Cross → Chalamatti Factory → A V M Granite → Durga → Muk Basavanna Gudi → Misrikot → Sangolli Rayanna Circle → Kamadenu Cross → Misrikoti Market → Misrikoti
119,Misrikoti ⇆ Hosur Terminal,Misrikoti → Misrikoti Market → Kamadenu Cross → Sangolli Rayanna Circle → Misrikot → Muk Basavanna Gudi → Durga → A V M Granite → Chalamatti Factory → Misrikoti Cross → Chalmatti Cross → Water World → Dr Banglow → Dhabha → Nursary → Gopalbhag → Anchitageri → Wali → Kempegeri → Karwar Road Bypass → Grid Sh → Indi Pump Sh → Hosur Terminal
12,Siddharud Mata ⇆ Railway Station-H,Railway Station-H → Corporation-H → Hubli Obs (Inside) → Glass House → Hosur → Bannigida → Quarters → Rwh → New Bus Stand-H → 1St Gate → 2Nd Gate → Akshay Park → Oriental School → Hemareddy Mallamma Colony → Murdeshwara Factory → Bankers Colony → Ganesh Nagar → Siddarudh Mata Cross → Siddharud Mata
12,Siddharud Mata ⇆ Railway Station-H,Siddharud Mata → Siddarudh Mata Cross → Ganesh Nagar → Bankers Colony → Murdeshwara Factory → Hemareddy Mallamma Colony → Oriental School → Akshay Park → 2Nd Gate → 1St Gate → New Bus Stand-H → Rwh → Quarters → Bannigida → Hosur → Hubli Obs (Outside) → Corporation-H → Railway Station-H
120,Hosur Terminal ⇆ Noolvi,Hosur Terminal → Obs Sh → New English School Sh → Bankapur Chouk Sh → Bidnal Cross Sh → Gabbur Sh → Kundagol Cross → Kotgunsi → Adhurgunchi Doddappana Gudi → Adhurgunchi → Adhurgunchi Plot → Adhurgunchi College → Noolvi Arogya Kendra → Noolvi Cross → Noolvi
120,Hosur Terminal ⇆ Noolvi,Noolvi → Noolvi Cross → Noolvi Arogya Kendra → Adhurgunchi College → Adhurgunchi Plot → Adhurgunchi → Adhurgunchi Doddappana Gudi → Kotgunsi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → New English School Sh → Obs Sh → Hosur Terminal
126,CBT ⇆ Vajpey Nagar,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Ocbs Feeder → M M Joshi → Quarters → Rwh → New Bus Stand-H → Akshay Park → Basaveshwara Nagar Cross → Manjunatha Nagar Cross → Neharu Nagar Water Tank → Kec → Airport → Gokul Cross → Police Quartz → Deshpande Foundation → Infosys → Jagadish Nagar Cross → Bypass Bridge Road → Steel Factory → Vijaya Bank → Tarihal -X → Tarihal Politechnic → Vajpey Nagar
126,CBT ⇆ Vajpey Nagar,Vajpey Nagar → Tarihal Politechnic → Tarihal -X → Vijaya Bank → Steel Factory → Bypass Bridge Road → Jagadish Nagar Cross → Infosys → Deshpande Foundation → Police Quartz → Gokul Cross → Airport → Kec → Neharu Nagar Water Tank → Manjunatha Nagar Cross → Basaveshwara Nagar Cross → Akshay Park → New Bus Stand-H → Rwh → Quarters → Hosur → Obs Sh → Corporation-H → Railway Station-H → Chandrakala Talkies → Cbt
128,Navanagar City ⇆ Raj Nagar,Raj Nagar → Gurudev Nagar → Old Employment Office (Vishweshwara Nagar)1 → Shani Dev Temple → Sub Jail → Adhyapak Nagar → Miskin Stop → Lion School → Vijaya Nagar → Vijaya Hotel → Ashok Nagar → Kaveri → Ganesh Temple/ Bridge → Rotary School → Deshpande Nagar → Court → Hubli Obs (Inside) → Glass House → Canara Hotel → Hosur Corridor → Jg Commerce College → Kmc Cross → Gurudatta Bhavana → Arts College → Vidya Nagar (Bvb College) → Prerana College → Unkal Cross Nh - → Unkal → Srinagar Cross H1 → Fci Godown → Bairidevarakoppa → Darga → Shantinikethana → Apmc → Amargol Cross → Cancer Hospital → Bsr Circle → Navanagar City
128,Navanagar City ⇆ Raj Nagar,Navanagar City → Bsr Circle → Cancer Hospital → Amargol Cross → Apmc Gate → Sana College → Darga → Bairidevarakoppa → Fci Godown → Srinagar Cross H2 → Unkal → Unkal Cross Nh → Prerana College → Vidya Nagar (Bvb College) → Arts College → Gurudatta Bhavana → Kims → Mahila Vidya Pith (Hosur Terminal) → Hosur → Obs Hbl → Court → Deshpande Nagar → Rotary School → Bailappanavar Nagar → Pai Hotel → Ganesh Temple/ Bridge → Garden → Ashok Nagar → Vijaya Hotel → Vijaya Nagar → Lion School → Miskin Stop → Adhyapak Nagar → Sub Jail → Shani Dev Temple → Old Employment Office (Vishweshwara Nagar)1 → Gurudev Nagar → Raj Nagar
13,CBT ⇆ Gamanagatti,Gamanagatti → Kariyamma Temple-H → M M Joshi Park → City Park Cross → Shivanand Nagar → Karnataka Circle → Bsr Circle → Cancer Hospital → Cancer Hospital Nh → Amargol Cross → Apmc Gate → Apmc → Sana College → Darga → Bairidevarakoppa → Fci Godown → Srinagar Cross H2 → Unkal → Unkal Cross Nh → Prerana College → Vidya Nagar (Bvb College) → Arts College → Kims → Mahila Vidya Pith (Hosur Terminal) → Hubli Obs (Outside) → Corporation-H → Railway Station-H → Chandrakala Talkies → Cbt
13,CBT ⇆ Gamanagatti,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Hubli Obs (Inside) → Hosur Cross → Hosur Corridor → Jg Commerce College → Kmc Cross → Gurudatta Bhavana → Arts College → Vidya Nagar (Bvb College) → Prerana College → Unkal Cross Nh - → Unkal → Srinagar Cross H1 → Fci Godown → Bairidevarakoppa → Darga → Shantinikethana → Apmc → Apmc  3Rd Gate → Amargol Cross → Cancer Hospital → Bsr Circle → Karnataka Circle → Shivanand Nagar → Kariyamma Temple-H → Gamanagatti
16,CBT ⇆ Gopanakoppa,Gopanakoppa → Venkatesh Colony → Bengeri → Soda Factory → Shanti Nagar → Ramesh Bhavan → Azad Colony → Keshwapur → Desai Cross → Court → Corporation-H → Railway Station-H → Chandrakala Talkies → Ganesh Pet → Cbt
16,CBT ⇆ Gopanakoppa,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Court → Desai Cross → Keshwapur → Azad Colony → Ramesh Bhavan → Shanti Nagar → Soda Factory → Bengeri → Venkatesh Colony → Gopanakoppa
200A,CBT Hubballi - HD ⇆ Dharwad BRTS Terminal - HD,Cbt Hubballi - Hd → Dr B R Ambedkar Circle 1 - Hd → Hdmc - Hd → Hubballi Central Bus Terminal - Hd → Hosur Cross - Hd → Hosur Regional Terminal - Hd → Kims - Hd → Vidyanagar - Hd → Bvb College - Hd → Unkal Cross - Hd → Unkal - Hd → Unkal Lake - Hd → Bairidevarakoppa - Hd → Shantinikethan - Hd → Apmc 3Rd Gate - Hd → Navanagar - Hd → Rto Office - Hd → Iskcon Temple - Hd → Rayapur - Hd → Kmf 1 - Hd → Sanjeevini Park-Hd → Navalur Railway Station - Hd → Sdm Medical College - Hd → Sattur - Hd → Lakamanahalli - Hd → Yalakki Shettar Cross-Hd → Gandhi Nagar - Hd → Vidyagiri - Hd → Toll Naka - Hd → Hosa Yallapur Cross - Hd → Nttf - Hd → Court Circle - Hd → Jubilee Circle - Hd → Dharwad Brts Terminal - Hd
200A,Dharwad BRTS Terminal - DH ⇆ CBT Hubballi - DH,Dharwad Brts Terminal - Dh → Jubilee Circle - Dh → Court Circle - Dh → Nttf - Dh → Hosa Yallapur Cross - Dh → Toll Naka - Dh → Vidyagiri - Dh → Gandhi Nagar - Dh → Yalakki Shettar Cross-Dh → Lakamanahalli - Dh → Sattur - Dh → Sdm Medical College - Dh → Navalur Railway Station - Dh → Sanjeevini Park-Dh → Kmf 1 - Dh → Rayapur - Dh → Iskcon Temple - Dh → Rto Office - Dh → Navanagar - Dh → Apmc 3Rd Gate - Dh → Shantinikethan - Dh → Bairidevarakoppa - Dh → Unakal Lake - Dh → Unakal - Dh → Unakal Cross - Dh → Bvb College - Dh → Vidyanagar - Dh → Kims - Dh → Hosur Regional Terminal - Dh → Hosur Cross - Dh → Hubballi Central Bus Terminal - Hd → Hdmc - Dh → Dr B R Ambedkar Circle - Dh → Cbt Hubballi - Dh
201B,Dharwad New Bus Stand - DH ⇆ Railway Station - DH,Dharwad New Bus Stand - Dh → Jubilee Circle - Dh → Court Circle - Dh → Nttf - Dh → Hosa Yallapur Cross - Dh → Toll Naka - Dh → Vidyagiri - Dh → Gandhi Nagar - Dh → Yalakki Shettar Cross-Dh → Lakamanahalli - Dh → Sattur - Dh → Sdm Medical College - Dh → Navalur Railway Station - Dh → Sanjeevini Park-Dh → Kmf 1 - Dh → Rayapur - Dh → Iskcon Temple - Dh → Rto Office - Dh → Navanagar - Dh → Apmc 3Rd Gate - Dh → Shantinikethan - Dh → Bairidevarakoppa - Dh → Unakal Lake - Dh → Unakal - Dh → Unakal Cross - Dh → Bvb College - Dh → Vidyanagar - Dh → Kims - Dh → Hosur Regional Terminal - Dh → Hosur Cross - Dh → Hubballi Central Bus Terminal - Dh → Hdmc - Dh → Dr B R Ambedkar Circle - Dh → Railway Station - Dh
201B,Railway Station - HD ⇆ Dharwad New Bus Stand - HD,Railway Station - Hd → Dr B R Ambedkar Circle 1 - Hd → Hdmc - Hd → Hubballi Central Bus Terminal - Hd → Hosur Cross - Hd → Hosur Regional Terminal - Hd → Kims - Hd → Vidyanagar - Hd → Bvb College - Hd → Unakal Cross - Hd → Unakal - Hd → Unakal Lake - Hd → Bairidevarakoppa - Hd → Shantinikethan - Hd → Apmc 3Rd Gate - Hd → Navanagar - Hd → Rto Office - Hd → Iskcon Temple - Hd → Rayapur - Hd → Kmf 1 - Hd → Sanjeevini Park-Hd → Navalur Railway Station - Hd → Sdm Medical College - Hd → Sattur - Hd → Lakamanahalli - Hd → Yalakki Shettar Cross-Hd → Gandhi Nagar - Hd → Vidyagiri - Hd → Toll Naka - Hd → Hosa Yallapur Cross - Hd → Nttf - Hd → Court Circle - Hd → Jubilee Circle - Hd → Dharwad New Bus Stand - Hd
01,Rajeev Nagar ⇆ CBT,Cbt → Chandrakala Talkies → Railway Station-H → Corporation-H → Hubli Obs (Inside) → Glass House → Hosur → Bannigida → Quarters → R.W.H → New Bus Stand-H → 1St Gate → 2Nd Gate → Akshay Park → Ravi Nagar → Ravi Nagar 2Nd Stop → Ravi Nagar 3Rd Stop → Lakshmi Nagar → Lakshmi Nagar Cross → Akshay Colony → Rajeev Nagar Cross → Mruthyunjaya Extension → Rajeev Nagar
100,Betdur ⇆ Hosur Terminal,Betdur → Betdur 1St Stop → Betdur Govt School → Water Tank B → Cbm Oil Mill → Basaveshwar Nagar → Sharevada → Sharevada Cross → Noolvi Cross → Noolvi Arogya Kendra → Adhurgunchi College → Adhurgunchi Plot → Adhurgunchi → Adhurgunchi Doddappana Gudi → Kotgunsi → Kundagol Cross → Gabbur Sh → Bidnal Cross Sh → Bankapur Chowk → New English School Sh → Murusavira Matta Cross Sh → Obs Sh → Hosur Terminal
Line 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):
Line -1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):
Header: bus_no,route_name,stops_name_between_route')\rLine 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\rLine -1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\rSaved to demo_data/nwkrtc_routes_clean.csv\r"}
Header: bus_no,route_name,stops_name_between_route')\rLine 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\rLine -1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\rSaved to demo_data/nwkrtc_routes_clean.csv\r"}
Content snippet starting at bus_no: "bus_no,route_name,stops_name_between_route')\\rLine 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\\rLine -1: i"
Line 1: Line 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):
Line -1: bus_no,route_name,stops_name_between_route')\\rLine 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\\rLine -1: i"
Line 1: Line 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):
Line 2: Line -1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):
Line -1: Line -1: bus_no,route_name,stops_name_between_route')\\rLine 1: if l_str.startswith('bus_no,') or (',' in l_str and ('→' in l_str or '⇆' in l_str)):\\rLine -1: i"
Target '01,Cbt ⇆ Rajeev Nagar,Cbt →' found at position: 255259
'01,Cbt ⇆ Rajeev Nagar,Cbt →\'\
"01,Cbt ⇆ Rajeev Nagar,Cbt →' found at position: 255259\\r\
Preview near match: "01,Cbt ⇆ Rajeev Nagar,Cbt →' found at position: 255259\r
